Country_Name,Country_Code,Year,Population
China,CHN,2000,1262645000
China,CHN,2001,1271850000
China,CHN,2002,1280400000
China,CHN,2003,1288400000
China,CHN,2004,1296075000
China,CHN,2005,1303720000
China,CHN,2006,1311020000
China,CHN,2007,1317885000
China,CHN,2008,1324655000
China,CHN,2009,1331260000
China,CHN,2010,1337705000
China,CHN,2011,1345035000
China,CHN,2012,1354190000
China,CHN,2013,1363240000
China,CHN,2014,1371860000
China,CHN,2015,1379860000
China,CHN,2016,1387790000
China,CHN,2017,1396215000
China,CHN,2018,1402760000
China,CHN,2019,1407745000
China,CHN,2020,1411100000
China,CHN,2021,1412360000
Cyprus,CYP,2000,948237
Cyprus,CYP,2001,964830
Cyprus,CYP,2002,982194
Cyprus,CYP,2003,1000350
Cyprus,CYP,2004,1018684
Cyprus,CYP,2005,1037062
Cyprus,CYP,2006,1055438
Cyprus,CYP,2007,1073873
Cyprus,CYP,2008,1092390
Cyprus,CYP,2009,1110974
Cyprus,CYP,2010,1129686
Cyprus,CYP,2011,1145086
Cyprus,CYP,2012,1156556
Cyprus,CYP,2013,1166968
Cyprus,CYP,2014,1176995
Cyprus,CYP,2015,1187280
Cyprus,CYP,2016,1197881
Cyprus,CYP,2017,1208523
Cyprus,CYP,2018,1218831
Cyprus,CYP,2019,1228836
Cyprus,CYP,2020,1237537
Cyprus,CYP,2021,1244188
Czechia,CZE,2000,10255063
Czechia,CZE,2001,10216605
Czechia,CZE,2002,10196916
Czechia,CZE,2003,10193998
Czechia,CZE,2004,10197101
Czechia,CZE,2005,10211216
Czechia,CZE,2006,10238905
Czechia,CZE,2007,10298828
Czechia,CZE,2008,10384603
Czechia,CZE,2009,10443936
Czechia,CZE,2010,10474410
Czechia,CZE,2011,10496088
Czechia,CZE,2012,10510785
Czechia,CZE,2013,10514272
Czechia,CZE,2014,10525347
Czechia,CZE,2015,10546059
Czechia,CZE,2016,10566332
Czechia,CZE,2017,10594438
Czechia,CZE,2018,10629928
Czechia,CZE,2019,10671870
Czechia,CZE,2020,10697858
Czechia,CZE,2021,10505772
Germany,DEU,2000,82211508
Germany,DEU,2001,82349925
Germany,DEU,2002,82488495
Germany,DEU,2003,82534176
Germany,DEU,2004,82516260
Germany,DEU,2005,82469422
Germany,DEU,2006,82376451
Germany,DEU,2007,82266372
Germany,DEU,2008,82110097
Germany,DEU,2009,81902307
Germany,DEU,2010,81776930
Germany,DEU,2011,80274983
Germany,DEU,2012,80425823
Germany,DEU,2013,80645605
Germany,DEU,2014,80982500
Germany,DEU,2015,81686611
Germany,DEU,2016,82348669
Germany,DEU,2017,82657002
Germany,DEU,2018,82905782
Germany,DEU,2019,83092962
Germany,DEU,2020,83160871
Germany,DEU,2021,83196078
Denmark,DNK,2000,5339616
Denmark,DNK,2001,5358783
Denmark,DNK,2002,5375931
Denmark,DNK,2003,5390574
Denmark,DNK,2004,5404523
Denmark,DNK,2005,5419432
Denmark,DNK,2006,5437272
Denmark,DNK,2007,5461438
Denmark,DNK,2008,5493621
Denmark,DNK,2009,5523095
Denmark,DNK,2010,5547683
Denmark,DNK,2011,5570572
Denmark,DNK,2012,5591572
Denmark,DNK,2013,5614932
Denmark,DNK,2014,5643475
Denmark,DNK,2015,5683483
Denmark,DNK,2016,5728010
Denmark,DNK,2017,5764980
Denmark,DNK,2018,5793636
Denmark,DNK,2019,5814422
Denmark,DNK,2020,5831404
Denmark,DNK,2021,5856733
Spain,ESP,2000,40567864
Spain,ESP,2001,40850412
Spain,ESP,2002,41431558
Spain,ESP,2003,42187645
Spain,ESP,2004,42921895
Spain,ESP,2005,43653155
Spain,ESP,2006,44397319
Spain,ESP,2007,45226803
Spain,ESP,2008,45954106
Spain,ESP,2009,46362946
Spain,ESP,2010,46576897
Spain,ESP,2011,46742697
Spain,ESP,2012,46773055
Spain,ESP,2013,46620045
Spain,ESP,2014,46480882
Spain,ESP,2015,46444832
Spain,ESP,2016,46484062
Spain,ESP,2017,46593236
Spain,ESP,2018,46797754
Spain,ESP,2019,47134837
Spain,ESP,2020,47365655
Spain,ESP,2021,47415750
Estonia,EST,2000,1396985
Estonia,EST,2001,1388115
Estonia,EST,2002,1379350
Estonia,EST,2003,1370720
Estonia,EST,2004,1362550
Estonia,EST,2005,1354775
Estonia,EST,2006,1346810
Estonia,EST,2007,1340680
Estonia,EST,2008,1337090
Estonia,EST,2009,1334515
Estonia,EST,2010,1331475
Estonia,EST,2011,1327439
Estonia,EST,2012,1322696
Estonia,EST,2013,1317997
Estonia,EST,2014,1314545
Estonia,EST,2015,1315407
Estonia,EST,2016,1315790
Estonia,EST,2017,1317384
Estonia,EST,2018,1321977
Estonia,EST,2019,1326898
Estonia,EST,2020,1329522
Estonia,EST,2021,1330932
Finland,FIN,2000,5176209
Finland,FIN,2001,5188008
Finland,FIN,2002,5200598
Finland,FIN,2003,5213014
Finland,FIN,2004,5228172
Finland,FIN,2005,5246096
Finland,FIN,2006,5266268
Finland,FIN,2007,5288720
Finland,FIN,2008,5313399
Finland,FIN,2009,5338871
Finland,FIN,2010,5363352
Finland,FIN,2011,5388272
Finland,FIN,2012,5413971
Finland,FIN,2013,5438972
Finland,FIN,2014,5461512
Finland,FIN,2015,5479531
Finland,FIN,2016,5495303
Finland,FIN,2017,5508214
Finland,FIN,2018,5515525
Finland,FIN,2019,5521606
Finland,FIN,2020,5529543
Finland,FIN,2021,5541017
France,FRA,2000,60921384
France,FRA,2001,61367388
France,FRA,2002,61816234
France,FRA,2003,62256970
France,FRA,2004,62716306
France,FRA,2005,63188395
France,FRA,2006,63628261
France,FRA,2007,64021737
France,FRA,2008,64379696
France,FRA,2009,64710879
France,FRA,2010,65030575
France,FRA,2011,65345233
France,FRA,2012,65662240
France,FRA,2013,66002289
France,FRA,2014,66312067
France,FRA,2015,66548272
France,FRA,2016,66724104
France,FRA,2017,66918020
France,FRA,2018,67158348
France,FRA,2019,67388001
France,FRA,2020,67571107
France,FRA,2021,67749632
United Kingdom,GBR,2000,58892514
United Kingdom,GBR,2001,59119673
United Kingdom,GBR,2002,59370479
United Kingdom,GBR,2003,59647577
United Kingdom,GBR,2004,59987905
United Kingdom,GBR,2005,60401206
United Kingdom,GBR,2006,60846820
United Kingdom,GBR,2007,61322463
United Kingdom,GBR,2008,61806995
United Kingdom,GBR,2009,62276270
United Kingdom,GBR,2010,62766365
United Kingdom,GBR,2011,63258810
United Kingdom,GBR,2012,63700215
United Kingdom,GBR,2013,64128273
United Kingdom,GBR,2014,64602298
United Kingdom,GBR,2015,65116219
United Kingdom,GBR,2016,65611593
United Kingdom,GBR,2017,66058859
United Kingdom,GBR,2018,66460344
United Kingdom,GBR,2019,66836327
United Kingdom,GBR,2020,67081000
United Kingdom,GBR,2021,67326569
Greece,GRC,2000,10805808
Greece,GRC,2001,10862132
Greece,GRC,2002,10902022
Greece,GRC,2003,10928070
Greece,GRC,2004,10955141
Greece,GRC,2005,10987314
Greece,GRC,2006,11020362
Greece,GRC,2007,11048473
Greece,GRC,2008,11077841
Greece,GRC,2009,11107017
Greece,GRC,2010,11121341
Greece,GRC,2011,11104899
Greece,GRC,2012,11045011
Greece,GRC,2013,10965211
Greece,GRC,2014,10892413
Greece,GRC,2015,10820883
Greece,GRC,2016,10775971
Greece,GRC,2017,10754679
Greece,GRC,2018,10732882
Greece,GRC,2019,10721582
Greece,GRC,2020,10698599
Greece,GRC,2021,10641221
Croatia,HRV,2000,4468302
Croatia,HRV,2001,4299642
Croatia,HRV,2002,4302174
Croatia,HRV,2003,4303399
Croatia,HRV,2004,4304600
Croatia,HRV,2005,4310145
Croatia,HRV,2006,4311159
Croatia,HRV,2007,4310217
Croatia,HRV,2008,4309705
Croatia,HRV,2009,4305181
Croatia,HRV,2010,4295427
Croatia,HRV,2011,4280622
Croatia,HRV,2012,4267558
Croatia,HRV,2013,4255689
Croatia,HRV,2014,4238389
Croatia,HRV,2015,4203604
Croatia,HRV,2016,4174349
Croatia,HRV,2017,4124531
Croatia,HRV,2018,4087843
Croatia,HRV,2019,4065253
Croatia,HRV,2020,4047680
Croatia,HRV,2021,3899000
Hungary,HUN,2000,10210971
Hungary,HUN,2001,10187576
Hungary,HUN,2002,10158608
Hungary,HUN,2003,10129552
Hungary,HUN,2004,10107146
Hungary,HUN,2005,10087065
Hungary,HUN,2006,10071370
Hungary,HUN,2007,10055780
Hungary,HUN,2008,10038188
Hungary,HUN,2009,10022650
Hungary,HUN,2010,10000023
Hungary,HUN,2011,9971727
Hungary,HUN,2012,9920362
Hungary,HUN,2013,9893082
Hungary,HUN,2014,9866468
Hungary,HUN,2015,9843028
Hungary,HUN,2016,9814023
Hungary,HUN,2017,9787966
Hungary,HUN,2018,9775564
Hungary,HUN,2019,9771141
Hungary,HUN,2020,9750149
Hungary,HUN,2021,9709891
Ireland,IRL,2000,3805174
Ireland,IRL,2001,3866243
Ireland,IRL,2002,3931947
Ireland,IRL,2003,3996521
Ireland,IRL,2004,4070262
Ireland,IRL,2005,4159914
Ireland,IRL,2006,4273591
Ireland,IRL,2007,4398942
Ireland,IRL,2008,4489544
Ireland,IRL,2009,4535375
Ireland,IRL,2010,4560155
Ireland,IRL,2011,4580084
Ireland,IRL,2012,4599533
Ireland,IRL,2013,4623816
Ireland,IRL,2014,4657740
Ireland,IRL,2015,4701957
Ireland,IRL,2016,4755335
Ireland,IRL,2017,4807388
Ireland,IRL,2018,4867316
Ireland,IRL,2019,4934340
Ireland,IRL,2020,4985382
Ireland,IRL,2021,5033165
Iceland,ISL,2000,281205
Iceland,ISL,2001,284968
Iceland,ISL,2002,287523
Iceland,ISL,2003,289521
Iceland,ISL,2004,292074
Iceland,ISL,2005,296734
Iceland,ISL,2006,303782
Iceland,ISL,2007,311566
Iceland,ISL,2008,317414
Iceland,ISL,2009,318499
Iceland,ISL,2010,318041
Iceland,ISL,2011,319014
Iceland,ISL,2012,320716
Iceland,ISL,2013,323764
Iceland,ISL,2014,327386
Iceland,ISL,2015,330815
Iceland,ISL,2016,335439
Iceland,ISL,2017,343400
Iceland,ISL,2018,352721
Iceland,ISL,2019,360563
Iceland,ISL,2020,366463
Iceland,ISL,2021,372520
Italy,ITA,2000,56942108
Italy,ITA,2001,56974100
Italy,ITA,2002,57059007
Italy,ITA,2003,57313203
Italy,ITA,2004,57685327
Italy,ITA,2005,57969484
Italy,ITA,2006,58143979
Italy,ITA,2007,58438310
Italy,ITA,2008,58826731
Italy,ITA,2009,59095365
Italy,ITA,2010,59277417
Italy,ITA,2011,59379449
Italy,ITA,2012,59539717
Italy,ITA,2013,60233948
Italy,ITA,2014,60789140
Italy,ITA,2015,60730582
Italy,ITA,2016,60627498
Italy,ITA,2017,60536709
Italy,ITA,2018,60421760
Italy,ITA,2019,59729081
Italy,ITA,2020,59438851
Italy,ITA,2021,59109668
Japan,JPN,2000,126843000
Japan,JPN,2001,127149000
Japan,JPN,2002,127445000
Japan,JPN,2003,127718000
Japan,JPN,2004,127761000
Japan,JPN,2005,127773000
Japan,JPN,2006,127854000
Japan,JPN,2007,128001000
Japan,JPN,2008,128063000
Japan,JPN,2009,128047000
Japan,JPN,2010,128070000
Japan,JPN,2011,127833000
Japan,JPN,2012,127629000
Japan,JPN,2013,127445000
Japan,JPN,2014,127276000
Japan,JPN,2015,127141000
Japan,JPN,2016,127076000
Japan,JPN,2017,126972000
Japan,JPN,2018,126811000
Japan,JPN,2019,126633000
Japan,JPN,2020,126261000
Japan,JPN,2021,125681593
Kazakhstan,KAZ,2000,14883626
Kazakhstan,KAZ,2001,14858335
Kazakhstan,KAZ,2002,14858948
Kazakhstan,KAZ,2003,14909019
Kazakhstan,KAZ,2004,15012984
Kazakhstan,KAZ,2005,15147029
Kazakhstan,KAZ,2006,15308085
Kazakhstan,KAZ,2007,15484192
Kazakhstan,KAZ,2008,15776938
Kazakhstan,KAZ,2009,16092822
Kazakhstan,KAZ,2010,16321872
Kazakhstan,KAZ,2011,16557202
Kazakhstan,KAZ,2012,16792090
Kazakhstan,KAZ,2013,17035551
Kazakhstan,KAZ,2014,17288285
Kazakhstan,KAZ,2015,17542806
Kazakhstan,KAZ,2016,17794055
Kazakhstan,KAZ,2017,18037776
Kazakhstan,KAZ,2018,18276452
Kazakhstan,KAZ,2019,18513673
Kazakhstan,KAZ,2020,18755666
Kazakhstan,KAZ,2021,19000988
"Korea, Rep.",KOR,2000,47008111
"Korea, Rep.",KOR,2001,47370164
"Korea, Rep.",KOR,2002,47644736
"Korea, Rep.",KOR,2003,47892330
"Korea, Rep.",KOR,2004,48082519
"Korea, Rep.",KOR,2005,48184561
"Korea, Rep.",KOR,2006,48438292
"Korea, Rep.",KOR,2007,48683638
"Korea, Rep.",KOR,2008,49054708
"Korea, Rep.",KOR,2009,49307835
"Korea, Rep.",KOR,2010,49554112
"Korea, Rep.",KOR,2011,49936638
"Korea, Rep.",KOR,2012,50199853
"Korea, Rep.",KOR,2013,50428893
"Korea, Rep.",KOR,2014,50746659
"Korea, Rep.",KOR,2015,51014947
"Korea, Rep.",KOR,2016,51217803
"Korea, Rep.",KOR,2017,51361911
"Korea, Rep.",KOR,2018,51585058
"Korea, Rep.",KOR,2019,51764822
"Korea, Rep.",KOR,2020,51836239
"Korea, Rep.",KOR,2021,51744876
Liechtenstein,LIE,2000,33026
Liechtenstein,LIE,2001,33376
Liechtenstein,LIE,2002,33693
Liechtenstein,LIE,2003,34000
Liechtenstein,LIE,2004,34300
Liechtenstein,LIE,2005,34603
Liechtenstein,LIE,2006,34889
Liechtenstein,LIE,2007,35150
Liechtenstein,LIE,2008,35401
Liechtenstein,LIE,2009,35675
Liechtenstein,LIE,2010,35926
Liechtenstein,LIE,2011,36189
Liechtenstein,LIE,2012,36505
Liechtenstein,LIE,2013,36806
Liechtenstein,LIE,2014,37096
Liechtenstein,LIE,2015,37355
Liechtenstein,LIE,2016,37609
Liechtenstein,LIE,2017,37889
Liechtenstein,LIE,2018,38181
Liechtenstein,LIE,2019,38482
Liechtenstein,LIE,2020,38756
Liechtenstein,LIE,2021,39039
Lithuania,LTU,2000,3499536
Lithuania,LTU,2001,3470818
Lithuania,LTU,2002,3443067
Lithuania,LTU,2003,3415213
Lithuania,LTU,2004,3377075
Lithuania,LTU,2005,3322528
Lithuania,LTU,2006,3269909
Lithuania,LTU,2007,3231294
Lithuania,LTU,2008,3198231
Lithuania,LTU,2009,3162916
Lithuania,LTU,2010,3097282
Lithuania,LTU,2011,3028115
Lithuania,LTU,2012,2987773
Lithuania,LTU,2013,2957689
Lithuania,LTU,2014,2932367
Lithuania,LTU,2015,2904910
Lithuania,LTU,2016,2868231
Lithuania,LTU,2017,2828403
Lithuania,LTU,2018,2801543
Lithuania,LTU,2019,2794137
Lithuania,LTU,2020,2794885
Lithuania,LTU,2021,2800839
Luxembourg,LUX,2000,436300
Luxembourg,LUX,2001,441525
Luxembourg,LUX,2002,446175
Luxembourg,LUX,2003,451630
Luxembourg,LUX,2004,458095
Luxembourg,LUX,2005,465158
Luxembourg,LUX,2006,472637
Luxembourg,LUX,2007,479993
Luxembourg,LUX,2008,488650
Luxembourg,LUX,2009,497783
Luxembourg,LUX,2010,506953
Luxembourg,LUX,2011,518347
Luxembourg,LUX,2012,530946
Luxembourg,LUX,2013,543360
Luxembourg,LUX,2014,556319
Luxembourg,LUX,2015,569604
Luxembourg,LUX,2016,582014
Luxembourg,LUX,2017,596336
Luxembourg,LUX,2018,607950
Luxembourg,LUX,2019,620001
Luxembourg,LUX,2020,630419
Luxembourg,LUX,2021,640064
Latvia,LVA,2000,2367550
Latvia,LVA,2001,2337170
Latvia,LVA,2002,2310173
Latvia,LVA,2003,2287955
Latvia,LVA,2004,2263122
Latvia,LVA,2005,2238799
Latvia,LVA,2006,2218357
Latvia,LVA,2007,2200325
Latvia,LVA,2008,2177322
Latvia,LVA,2009,2141669
Latvia,LVA,2010,2097555
Latvia,LVA,2011,2059709
Latvia,LVA,2012,2034319
Latvia,LVA,2013,2012647
Latvia,LVA,2014,1993782
Latvia,LVA,2015,1977527
Latvia,LVA,2016,1959537
Latvia,LVA,2017,1942248
Latvia,LVA,2018,1927174
Latvia,LVA,2019,1913822
Latvia,LVA,2020,1900449
Latvia,LVA,2021,1884490
Malta,MLT,2000,390087
Malta,MLT,2001,393028
Malta,MLT,2002,395969
Malta,MLT,2003,398582
Malta,MLT,2004,401268
Malta,MLT,2005,403834
Malta,MLT,2006,405308
Malta,MLT,2007,406724
Malta,MLT,2008,409379
Malta,MLT,2009,412477
Malta,MLT,2010,414508
Malta,MLT,2011,416268
Malta,MLT,2012,420028
Malta,MLT,2013,425967
Malta,MLT,2014,434558
Malta,MLT,2015,445053
Malta,MLT,2016,455356
Malta,MLT,2017,467999
Malta,MLT,2018,484630
Malta,MLT,2019,504062
Malta,MLT,2020,515332
Malta,MLT,2021,518536
Netherlands,NLD,2000,15925513
Netherlands,NLD,2001,16046180
Netherlands,NLD,2002,16148929
Netherlands,NLD,2003,16225302
Netherlands,NLD,2004,16281779
Netherlands,NLD,2005,16319868
Netherlands,NLD,2006,16346101
Netherlands,NLD,2007,16381696
Netherlands,NLD,2008,16445593
Netherlands,NLD,2009,16530388
Netherlands,NLD,2010,16615394
Netherlands,NLD,2011,16693074
Netherlands,NLD,2012,16754962
Netherlands,NLD,2013,16804432
Netherlands,NLD,2014,16865008
Netherlands,NLD,2015,16939923
Netherlands,NLD,2016,17030314
Netherlands,NLD,2017,17131296
Netherlands,NLD,2018,17231624
Netherlands,NLD,2019,17344874
Netherlands,NLD,2020,17441500
Netherlands,NLD,2021,17533044
Norway,NOR,2000,4490967
Norway,NOR,2001,4513751
Norway,NOR,2002,4538159
Norway,NOR,2003,4564855
Norway,NOR,2004,4591910
Norway,NOR,2005,4623291
Norway,NOR,2006,4660677
Norway,NOR,2007,4709153
Norway,NOR,2008,4768212
Norway,NOR,2009,4828726
Norway,NOR,2010,4889252
Norway,NOR,2011,4953088
Norway,NOR,2012,5018573
Norway,NOR,2013,5079623
Norway,NOR,2014,5137232
Norway,NOR,2015,5188607
Norway,NOR,2016,5234519
Norway,NOR,2017,5276968
Norway,NOR,2018,5311916
Norway,NOR,2019,5347896
Norway,NOR,2020,5379475
Norway,NOR,2021,5408320
New Zealand,NZL,2000,3857700
New Zealand,NZL,2001,3880500
New Zealand,NZL,2002,3948500
New Zealand,NZL,2003,4027200
New Zealand,NZL,2004,4087500
New Zealand,NZL,2005,4133900
New Zealand,NZL,2006,4184600
New Zealand,NZL,2007,4223800
New Zealand,NZL,2008,4259800
New Zealand,NZL,2009,4302600
New Zealand,NZL,2010,4350700
New Zealand,NZL,2011,4384000
New Zealand,NZL,2012,4408100
New Zealand,NZL,2013,4442100
New Zealand,NZL,2014,4516500
New Zealand,NZL,2015,4609400
New Zealand,NZL,2016,4714100
New Zealand,NZL,2017,4813600
New Zealand,NZL,2018,4900600
New Zealand,NZL,2019,4979200
New Zealand,NZL,2020,5090200
New Zealand,NZL,2021,5122600
Poland,POL,2000,38258629
Poland,POL,2001,38248076
Poland,POL,2002,38230364
Poland,POL,2003,38204570
Poland,POL,2004,38182222
Poland,POL,2005,38165445
Poland,POL,2006,38141267
Poland,POL,2007,38120560
Poland,POL,2008,38125759
Poland,POL,2009,38151603
Poland,POL,2010,38042794
Poland,POL,2011,38063255
Poland,POL,2012,38063164
Poland,POL,2013,38040196
Poland,POL,2014,38011735
Poland,POL,2015,37986412
Poland,POL,2016,37970087
Poland,POL,2017,37974826
Poland,POL,2018,37974750
Poland,POL,2019,37965475
Poland,POL,2020,37899070
Poland,POL,2021,37747124
Portugal,PRT,2000,10289898
Portugal,PRT,2001,10362722
Portugal,PRT,2002,10419631
Portugal,PRT,2003,10458821
Portugal,PRT,2004,10483861
Portugal,PRT,2005,10503330
Portugal,PRT,2006,10522288
Portugal,PRT,2007,10542964
Portugal,PRT,2008,10558177
Portugal,PRT,2009,10568247
Portugal,PRT,2010,10573100
Portugal,PRT,2011,10557560
Portugal,PRT,2012,10514844
Portugal,PRT,2013,10457295
Portugal,PRT,2014,10401062
Portugal,PRT,2015,10358076
Portugal,PRT,2016,10325452
Portugal,PRT,2017,10300300
Portugal,PRT,2018,10283822
Portugal,PRT,2019,10286263
Portugal,PRT,2020,10297081
Portugal,PRT,2021,10325147
Romania,ROU,2000,22442971
Romania,ROU,2001,22131970
Romania,ROU,2002,21730496
Romania,ROU,2003,21574326
Romania,ROU,2004,21451748
Romania,ROU,2005,21319685
Romania,ROU,2006,21193760
Romania,ROU,2007,20882982
Romania,ROU,2008,20537875
Romania,ROU,2009,20367487
Romania,ROU,2010,20246871
Romania,ROU,2011,20147528
Romania,ROU,2012,20058035
Romania,ROU,2013,19983693
Romania,ROU,2014,19908979
Romania,ROU,2015,19815616
Romania,ROU,2016,19702267
Romania,ROU,2017,19588715
Romania,ROU,2018,19473970
Romania,ROU,2019,19371648
Romania,ROU,2020,19265250
Romania,ROU,2021,19119880
Russian Federation,RUS,2000,146596869
Russian Federation,RUS,2001,145976482
Russian Federation,RUS,2002,145306497
Russian Federation,RUS,2003,144648618
Russian Federation,RUS,2004,144067316
Russian Federation,RUS,2005,143518814
Russian Federation,RUS,2006,143049637
Russian Federation,RUS,2007,142805114
Russian Federation,RUS,2008,142742366
Russian Federation,RUS,2009,142785349
Russian Federation,RUS,2010,142849468
Russian Federation,RUS,2011,142960908
Russian Federation,RUS,2012,143201721
Russian Federation,RUS,2013,143506995
Russian Federation,RUS,2014,143819667
Russian Federation,RUS,2015,144096870
Russian Federation,RUS,2016,144342397
Russian Federation,RUS,2017,144496739
Russian Federation,RUS,2018,144477859
Russian Federation,RUS,2019,144406261
Russian Federation,RUS,2020,144073139
Russian Federation,RUS,2021,143449286
Slovak Republic,SVK,2000,5388720
Slovak Republic,SVK,2001,5378867
Slovak Republic,SVK,2002,5376912
Slovak Republic,SVK,2003,5373374
Slovak Republic,SVK,2004,5372280
Slovak Republic,SVK,2005,5372807
Slovak Republic,SVK,2006,5373054
Slovak Republic,SVK,2007,5374622
Slovak Republic,SVK,2008,5379233
Slovak Republic,SVK,2009,5386406
Slovak Republic,SVK,2010,5391428
