Country,Country_Code,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,PerCapita
Belarus,BLR,1987,111.754905,10.01565,81.96224,18.337867,1.078566,0.360582,,10.88104
Belarus,BLR,1988,114.792711,11.07386,80.356887,21.504782,1.064158,0.793024,,11.108814
Belarus,BLR,1989,109.110041,10.831458,74.177313,22.287618,1.04035,0.773302,,10.503864
Belarus,BLR,1990,108.345055,10.191821,66.944417,26.588991,0.984866,0.007183,3.627777,10.389298
Belarus,BLR,1991,104.071656,9.871788,64.549007,25.384271,0.946792,0.006867,3.312932,9.951756
Belarus,BLR,1992,93.482974,8.733979,47.716486,33.090238,0.908184,0.006915,3.027172,8.923616
Belarus,BLR,1993,80.561815,7.662678,39.451066,30.049797,0.854038,0.006736,2.5375,7.686841
Belarus,BLR,1994,67.879399,6.311529,32.58246,26.765411,0.629744,0.006541,1.583714,6.479889
Belarus,BLR,1995,60.905642,5.88938,28.607339,24.340412,0.562611,0.006292,1.499608,5.821775
Belarus,BLR,1996,61.734784,5.843289,27.511089,26.229898,0.637069,0.006167,1.507271,5.9153
Belarus,BLR,1997,61.588415,5.030427,23.728983,30.212889,0.825391,0.006247,1.784478,5.921437
Belarus,BLR,1998,60.073447,4.776867,23.020487,29.595007,0.913845,0.00625,1.76099,5.800014
Belarus,BLR,1999,57.965507,4.112023,20.823458,30.692705,0.885249,0.006333,1.445739,5.623197
Belarus,BLR,2000,54.905983,4.198119,17.209109,31.337154,0.861909,0.0064,1.293292,5.353295
Belarus,BLR,2001,54.002981,3.734737,16.43935,31.648289,0.822165,0.006419,1.352023,5.293782
Belarus,BLR,2002,53.844143,3.227302,16.1294,31.999055,0.981572,0.006444,1.500371,5.31249
Belarus,BLR,2003,55.087987,3.141653,15.544749,33.599857,1.163838,0.006488,1.631403,5.472745
Belarus,BLR,2004,58.253531,2.969911,15.873448,36.35386,1.300571,0.006576,1.749164,5.825521
Belarus,BLR,2005,59.310285,2.962905,15.956987,36.976477,1.466325,0.006601,1.940991,5.969735
Belarus,BLR,2006,61.743587,2.891988,17.940202,37.419337,1.571658,0.00662,1.913781,6.252705
Belarus,BLR,2007,60.218141,2.792905,16.007103,37.867797,1.617004,0.006556,1.926776,6.128458
Belarus,BLR,2008,62.836408,2.62772,17.911161,38.634675,1.808145,0.006549,1.848159,6.419853
Belarus,BLR,2009,60.577745,2.677129,22.485597,31.819964,1.873716,0.006159,1.71518,6.208194
Belarus,BLR,2010,62.44512,2.90057,16.326259,39.552602,1.97017,0.006488,1.689032,6.416851
Belarus,BLR,2011,61.307589,2.975098,17.420518,37.378043,1.966121,0.006295,1.561514,6.315825
Belarus,BLR,2012,62.545264,5.004252,17.088525,36.816532,2.189102,0.00626,1.440593,6.452123
Belarus,BLR,2013,64.125556,4.837889,18.704382,36.899736,2.370207,0.006232,1.30711,6.616928
Belarus,BLR,2014,63.648873,4.634266,18.383719,36.593702,2.653243,0.006188,1.377756,6.565978
Belarus,BLR,2015,58.798911,4.094111,17.178005,33.956646,2.269358,0.0061,1.294691,6.061363
Belarus,BLR,2016,58.134483,3.691613,17.313199,33.884933,2.206055,0.006063,1.032619,5.988239
Belarus,BLR,2017,59.262285,3.882261,17.344519,34.64908,2.227168,0.006106,1.153151,6.104557
Belarus,BLR,2018,62.094328,3.962831,18.177857,36.750504,2.163325,0.006284,1.033528,6.404399
Belarus,BLR,2019,62.039493,4.099648,18.036537,36.627932,2.276054,0.006333,0.992988,6.413033
Belarus,BLR,2020,58.592041,3.777468,17.900204,33.632754,2.302394,0.006232,0.972988,6.081962
Belarus,BLR,2021,59.602457,3.281815,16.98652,36.052508,2.302394,0.006232,0.972988,6.222741
Belgium,BEL,1961,92.698294,66.988912,23.288384,0.069616,2.351382,0.0,,10.110553
Belgium,BEL,1962,98.018304,68.539886,27.035646,0.076941,2.365831,0.0,,10.619156
Belgium,BEL,1963,105.67639,71.280649,32.000267,0.069614,2.325861,0.0,,11.377463
Belgium,BEL,1964,103.553992,65.021344,35.570112,0.07328,2.889256,0.0,,11.07474
Belgium,BEL,1965,105.330794,61.837328,40.479872,0.095264,2.91833,0.0,,11.191014
Belgium,BEL,1966,105.096745,58.18962,43.841896,0.201513,2.863716,0.0,,11.102416
Belgium,BEL,1967,107.361007,56.872608,46.686688,0.926992,2.874719,0.0,,11.283071
Belgium,BEL,1968,118.437576,58.466448,54.74016,2.392592,2.838376,0.0,,12.393724
Belgium,BEL,1969,123.491757,55.885334,59.552889,4.953581,3.099952,0.0,,12.874319
Belgium,BEL,1970,125.490458,48.998672,65.32912,7.837296,3.32537,0.0,,13.032045
Belgium,BEL,1971,121.370505,40.406592,66.750752,10.816128,3.397033,0.0,,12.555922
Belgium,BEL,1972,130.637673,42.129853,71.468323,13.597485,3.442012,0.0,,13.467388
Belgium,BEL,1973,138.639153,45.238213,73.6298,16.381311,3.389828,0.0,,14.251587
Belgium,BEL,1974,134.950097,48.457714,63.777314,19.152247,3.562822,0.0,,13.842363
Belgium,BEL,1975,121.823027,38.479328,61.437952,18.653424,3.252323,0.0,,12.477482
Belgium,BEL,1976,129.677598,41.263968,64.984704,19.91384,3.515086,0.0,,13.268236
Belgium,BEL,1977,126.199328,38.829947,64.096159,19.671446,3.601776,0.0,,12.895414
Belgium,BEL,1978,135.450276,43.649232,68.817248,19.503472,3.480324,0.0,,13.821166
Belgium,BEL,1979,139.786513,47.104384,67.860944,21.313488,3.507697,0.0,,14.243383
Belgium,BEL,1980,134.835791,47.156958,63.916548,20.390713,3.371572,0.0,,13.718179
Belgium,BEL,1981,123.573623,46.210368,55.568224,18.807312,2.987719,0.0,,12.553712
Belgium,BEL,1982,117.101908,45.632879,53.147978,15.524852,2.796198,0.0,,11.879662
Belgium,BEL,1983,101.201842,36.632672,45.770688,16.293808,2.504674,0.0,,10.257083
Belgium,BEL,1984,104.96654,42.00776,43.671216,16.814096,2.473468,0.0,,10.63103
Belgium,BEL,1985,104.004492,40.710704,44.147536,16.770128,2.376124,0.0,,10.526202
Belgium,BEL,1986,102.366759,36.059803,50.378204,13.483039,2.445713,0.0,,10.352819
Belgium,BEL,1987,102.588713,36.454432,48.644994,15.096217,2.39307,0.0,,10.362265
Belgium,BEL,1988,99.74282,33.125014,49.03352,14.900944,2.683342,0.0,,10.056752
Belgium,BEL,1989,106.792086,40.067207,47.399121,16.558181,2.767576,0.0,,10.74673
Belgium,BEL,1990,120.292644,41.393525,53.486734,19.846452,2.823783,0.084904,2.657245,12.078108
Belgium,BEL,1991,123.362363,40.122108,56.181465,21.616767,2.880464,0.083542,2.478016,12.352208
Belgium,BEL,1992,122.48807,38.118491,56.616845,22.204127,3.08858,0.083737,2.376288,12.228685
Belgium,BEL,1993,121.422702,36.561769,56.112343,23.211648,3.082261,0.083942,2.370738,12.089394
Belgium,BEL,1994,124.795264,38.01282,57.369931,23.696035,3.17867,0.084182,2.453625,12.393784
Belgium,BEL,1995,125.933051,36.955415,56.737406,26.304788,3.25531,0.084417,2.595713,12.47455
Belgium,BEL,1996,129.474969,34.203417,60.540031,29.213328,3.008771,0.092727,2.416696,12.789888
Belgium,BEL,1997,123.983505,31.915682,58.606717,27.739841,3.161908,0.093464,2.465893,12.209263
Belgium,BEL,1998,130.212392,33.213779,60.328377,30.86553,3.174828,0.100208,2.529671,12.780282
Belgium,BEL,1999,124.704147,28.931275,56.964861,33.034573,3.113233,0.110134,2.550072,12.196935
Belgium,BEL,2000,126.719535,31.671609,55.732336,33.199089,3.270299,0.165423,2.680779,12.345606
Belgium,BEL,2001,126.063796,28.289752,59.054505,32.937378,2.957389,0.147747,2.677025,12.228216
Belgium,BEL,2002,126.860502,28.636592,59.079997,33.255697,2.993247,0.153043,2.741926,12.250463
Belgium,BEL,2003,128.24564,27.766146,59.783871,34.992026,2.93347,0.111442,2.658685,12.328289
Belgium,BEL,2004,128.778889,28.251919,59.761685,34.982663,2.837048,0.102442,2.843132,12.316075
Belgium,BEL,2005,125.636389,26.19595,58.085533,35.641403,2.933953,0.104421,2.675129,11.946054
Belgium,BEL,2006,123.880438,25.337382,57.114796,35.388414,3.111969,0.130723,2.797156,11.705635
Belgium,BEL,2007,120.477002,23.158202,55.790293,35.637293,3.087423,0.114941,2.68885,11.308469
Belgium,BEL,2008,120.175599,23.259024,55.359007,35.690164,3.032533,0.116675,2.718196,11.203391
Belgium,BEL,2009,107.732357,15.162389,51.219392,36.481952,2.795202,0.117294,1.956127,9.973966
Belgium,BEL,2010,114.557864,17.526192,51.822056,40.348548,2.582486,0.103191,2.175391,10.531203
Belgium,BEL,2011,105.020115,16.688971,48.603211,34.579237,2.761552,0.093232,2.293912,9.585851
Belgium,BEL,2012,102.355635,15.078114,47.514133,34.918198,2.642587,0.092581,2.110023,9.278791
Belgium,BEL,2013,102.666433,15.331619,47.320428,35.279484,2.541374,0.093725,2.099803,9.246515
Belgium,BEL,2014,96.887002,14.795505,46.26145,31.003653,2.642982,0.075679,2.107733,8.668641
Belgium,BEL,2015,101.061722,14.438079,48.197987,33.820641,2.348126,0.088261,2.168628,8.984619
Belgium,BEL,2016,99.601625,13.543486,47.093541,34.375252,2.4358,0.078277,2.075269,8.80119
Belgium,BEL,2017,99.126283,13.308096,46.333138,35.030255,2.291409,0.09894,2.064445,8.707135
Belgium,BEL,2018,99.873631,13.366943,45.714012,36.098185,2.534383,0.121246,2.038862,8.723658
Belgium,BEL,2019,99.432619,13.192232,45.243127,36.199212,2.819306,0.116104,1.862638,8.638376
Belgium,BEL,2020,90.368008,10.651276,39.498344,35.856444,2.634278,0.101449,1.626217,7.816141
Belgium,BEL,2021,95.722285,11.015942,44.567181,35.777219,2.634278,0.101449,1.626217,8.243806
Brazil,BRA,1961,49.123428,4.679277,41.472243,0.113592,2.308675,0.549641,,0.65211
Brazil,BRA,1962,53.586084,5.667821,44.825979,0.109912,2.462119,0.520252,,0.690549
Brazil,BRA,1963,55.481405,5.419056,46.910192,0.16488,2.492637,0.49464,,0.69425
Brazil,BRA,1964,56.566083,6.169777,46.998754,0.161206,2.679453,0.556892,,0.687627
Brazil,BRA,1965,56.204021,6.943731,45.766336,0.194205,2.651179,0.64857,,0.664164
Brazil,BRA,1966,64.065333,8.364912,51.856592,0.245488,2.825237,0.773104,,0.736559
Brazil,BRA,1967,65.912536,8.123088,53.725232,0.25648,2.965016,0.84272,,0.73791
Brazil,BRA,1968,77.068249,8.533052,63.977738,0.230821,3.337405,0.989233,,0.840813
Brazil,BRA,1969,83.899913,9.41648,69.421808,0.234496,3.552057,1.275072,,0.892549
Brazil,BRA,1970,93.24717,8.903868,78.255109,0.153894,4.047266,1.887034,,0.967597
Brazil,BRA,1971,102.074603,8.984128,87.052976,0.249152,4.407019,1.381328,,1.033496
Brazil,BRA,1972,113.7141,9.372512,97.726208,0.2748,5.116804,1.223776,,1.123719
Brazil,BRA,1973,131.702076,9.009776,115.364704,0.377392,6.023212,0.926992,,1.270435
Brazil,BRA,1974,142.616247,9.541056,124.836144,0.692496,6.707495,0.839056,,1.343315
Brazil,BRA,1975,149.878466,11.061616,129.7056,0.780432,7.524738,0.80608,,1.37882
Brazil,BRA,1976,154.094363,11.519616,132.208112,0.916,8.607915,0.84272,,1.384664
Brazil,BRA,1977,161.797822,15.055376,135.2932,1.132176,9.496334,0.820736,,1.420028
Brazil,BRA,1978,176.474292,17.707745,145.468777,1.483889,10.79531,1.018571,,1.512666
Brazil,BRA,1979,187.111916,18.462536,154.526191,1.630448,11.338602,1.154138,,1.566481
Brazil,BRA,1980,185.471117,19.986728,150.210064,1.883259,12.083044,1.308022,,1.51667
Brazil,BRA,1981,170.613975,19.723312,135.527696,1.68544,11.929799,1.747728,,1.363079
Brazil,BRA,1982,170.81152,21.551648,133.193728,2.3816,11.55576,2.128784,,1.333787
Brazil,BRA,1983,165.348839,23.926447,125.740255,3.378282,9.251676,3.052179,,1.262423
Brazil,BRA,1984,167.076404,28.996896,122.062496,4.169632,8.245668,3.601712,,1.247875
Brazil,BRA,1985,179.589112,34.870994,127.517108,4.994133,8.758983,3.447894,,1.312947
Brazil,BRA,1986,196.613291,35.123104,142.375712,5.986976,10.496747,2.630752,,1.407967
Brazil,BRA,1987,205.332593,40.234384,145.541408,6.639168,10.664273,2.25336,,1.441272
Brazil,BRA,1988,207.06997,39.776384,147.651872,6.840688,10.500034,2.300992,,1.425572
Brazil,BRA,1989,211.44488,39.930272,151.57968,7.306016,10.514784,2.114128,,1.428649
Brazil,BRA,1990,218.658,37.094715,151.775296,7.483989,11.062,7.554,3.688,1.450887
Brazil,BRA,1991,229.394,42.466107,156.700232,7.335661,11.776,7.361,3.755,1.496017
Brazil,BRA,1992,233.601,41.203075,163.251665,7.98326,9.77,7.445,3.948,1.498395
Brazil,BRA,1993,244.306,42.34261,171.252419,8.72997,10.164,7.576,4.241,1.541938
Brazil,BRA,1994,254.002,43.666838,179.161864,8.985299,10.086,8.004,4.098,1.577844
Brazil,BRA,1995,268.678,45.582308,190.346969,9.602722,11.528,7.514,4.104,1.643136
Brazil,BRA,1996,289.311,46.468484,206.281426,10.60809,13.884,7.821,4.248,1.742448
Brazil,BRA,1997,306.949,47.044057,219.832627,11.863316,15.267,8.604,4.338,1.821151
Brazil,BRA,1998,317.359,45.590741,229.57814,12.411119,16.175,9.463,4.141,1.855469
Brazil,BRA,1999,327.256,46.804688,235.468487,14.068825,16.439,10.123,4.352,1.886351
