Country_Name,Country_Code,Year,Population
Belarus,BLR,1975,9367000
Belarus,BLR,1976,9411000
Belarus,BLR,1977,9463000
Belarus,BLR,1978,9525000
Belarus,BLR,1979,9584000
Belarus,BLR,1980,9643000
Belarus,BLR,1981,9710000
Belarus,BLR,1982,9776000
Belarus,BLR,1983,9843000
Belarus,BLR,1984,9910000
Belarus,BLR,1985,9975000
Belarus,BLR,1986,10043000
Belarus,BLR,1987,10111000
Belarus,BLR,1988,10140000
Belarus,BLR,1989,10170000
Belarus,BLR,1990,10189348
Belarus,BLR,1991,10194050
Belarus,BLR,1992,10216470
Belarus,BLR,1993,10239050
Belarus,BLR,1994,10226955
Belarus,BLR,1995,10193831
Belarus,BLR,1996,10159569
Belarus,BLR,1997,10117433
Belarus,BLR,1998,10071963
Belarus,BLR,1999,10026738
Belarus,BLR,2000,9979610
Belarus,BLR,2001,9928549
Belarus,BLR,2002,9865548
Belarus,BLR,2003,9796749
Belarus,BLR,2004,9730146
Belarus,BLR,2005,9663915
Belarus,BLR,2006,9604924
Belarus,BLR,2007,9560953
Belarus,BLR,2008,9527985
Belarus,BLR,2009,9504583
Belarus,BLR,2010,9483836
Belarus,BLR,2011,9461643
Belarus,BLR,2012,9446836
Belarus,BLR,2013,9443211
Belarus,BLR,2014,9448515
Belarus,BLR,2015,9461076
Belarus,BLR,2016,9469379
Belarus,BLR,2017,9458989
Belarus,BLR,2018,9438785
Belarus,BLR,2019,9419758
Belarus,BLR,2020,9379952
Belarus,BLR,2021,9340314
Brazil,BRA,1961,75330008
Brazil,BRA,1962,77599218
Brazil,BRA,1963,79915555
Brazil,BRA,1964,82262794
Brazil,BRA,1965,84623747
Brazil,BRA,1966,86979283
Brazil,BRA,1967,89323288
Brazil,BRA,1968,91659246
Brazil,BRA,1969,94000381
Brazil,BRA,1970,96369875
Brazil,BRA,1971,98766288
Brazil,BRA,1972,101194394
Brazil,BRA,1973,103666904
Brazil,BRA,1974,106167372
Brazil,BRA,1975,108700515
Brazil,BRA,1976,111286504
Brazil,BRA,1977,113939886
Brazil,BRA,1978,116664382
Brazil,BRA,1979,119447303
Brazil,BRA,1980,122288383
Brazil,BRA,1981,125168060
Brazil,BRA,1982,128065095
Brazil,BRA,1983,130977370
Brazil,BRA,1984,133888775
Brazil,BRA,1985,136783180
Brazil,BRA,1986,139643355
Brazil,BRA,1987,142466264
Brazil,BRA,1988,145253973
Brazil,BRA,1989,148003411
Brazil,BRA,1990,150706446
Brazil,BRA,1991,153336445
Brazil,BRA,1992,155900790
Brazil,BRA,1993,158440875
Brazil,BRA,1994,160980472
Brazil,BRA,1995,163515328
Brazil,BRA,1996,166037122
Brazil,BRA,1997,168546707
Brazil,BRA,1998,171039804
Brazil,BRA,1999,173486281
Brazil,BRA,2000,175873720
Brazil,BRA,2001,178211881
Brazil,BRA,2002,180476685
Brazil,BRA,2003,182629278
Brazil,BRA,2004,184722043
Brazil,BRA,2005,186797334
Brazil,BRA,2006,188820682
Brazil,BRA,2007,190779453
Brazil,BRA,2008,192672317
Brazil,BRA,2009,194517549
Brazil,BRA,2010,196353492
Brazil,BRA,2011,198185302
Brazil,BRA,2012,199977707
Brazil,BRA,2013,201721767
Brazil,BRA,2014,203459650
Brazil,BRA,2015,205188205
Brazil,BRA,2016,206859578
Brazil,BRA,2017,208504960
Brazil,BRA,2018,210166592
Brazil,BRA,2019,211782878
Brazil,BRA,2020,213196304
Brazil,BRA,2021,214326223
Canada,CAN,1961,18271000
Canada,CAN,1962,18614000
Canada,CAN,1963,18964000
Canada,CAN,1964,19325000
Canada,CAN,1965,19678000
Canada,CAN,1966,20048000
Canada,CAN,1967,20412000
Canada,CAN,1968,20744000
Canada,CAN,1969,21028000
Canada,CAN,1970,21324000
Canada,CAN,1971,21962032
Canada,CAN,1972,22218463
Canada,CAN,1973,22491777
Canada,CAN,1974,22807969
Canada,CAN,1975,23143275
Canada,CAN,1976,23449808
Canada,CAN,1977,23725843
Canada,CAN,1978,23963203
Canada,CAN,1979,24201544
Canada,CAN,1980,24515667
Canada,CAN,1981,24819915
Canada,CAN,1982,25116942
Canada,CAN,1983,25366451
Canada,CAN,1984,25607053
Canada,CAN,1985,25842116
Canada,CAN,1986,26100278
Canada,CAN,1987,26446601
Canada,CAN,1988,26791747
Canada,CAN,1989,27276781
Canada,CAN,1990,27691138
Canada,CAN,1991,28037420
Canada,CAN,1992,28371264
Canada,CAN,1993,28684764
Canada,CAN,1994,29000663
Canada,CAN,1995,29302311
Canada,CAN,1996,29610218
Canada,CAN,1997,29905948
Canada,CAN,1998,30155173
Canada,CAN,1999,30401286
Canada,CAN,2000,30685730
Canada,CAN,2001,31020902
Canada,CAN,2002,31360079
Canada,CAN,2003,31644028
Canada,CAN,2004,31940655
Canada,CAN,2005,32243753
Canada,CAN,2006,32571174
Canada,CAN,2007,32889025
Canada,CAN,2008,33247118
Canada,CAN,2009,33628895
Canada,CAN,2010,34004889
Canada,CAN,2011,34339328
Canada,CAN,2012,34714222
Canada,CAN,2013,35082954
Canada,CAN,2014,35437435
Canada,CAN,2015,35702908
Canada,CAN,2016,36109487
Canada,CAN,2017,36545236
Canada,CAN,2018,37065084
Canada,CAN,2019,37601230
Canada,CAN,2020,38037204
Canada,CAN,2021,38246108
Switzerland,CHE,1961,5434294
Switzerland,CHE,1962,5573815
Switzerland,CHE,1963,5694247
Switzerland,CHE,1964,5789228
Switzerland,CHE,1965,5856472
Switzerland,CHE,1966,5918002
Switzerland,CHE,1967,5991785
Switzerland,CHE,1968,6067714
Switzerland,CHE,1969,6136387
Switzerland,CHE,1970,6180877
Switzerland,CHE,1971,6213399
Switzerland,CHE,1972,6260956
Switzerland,CHE,1973,6307347
Switzerland,CHE,1974,6341405
Switzerland,CHE,1975,6338632
Switzerland,CHE,1976,6302504
Switzerland,CHE,1977,6281174
Switzerland,CHE,1978,6281738
Switzerland,CHE,1979,6294365
Switzerland,CHE,1980,6319408
Switzerland,CHE,1981,6354074
Switzerland,CHE,1982,6391309
Switzerland,CHE,1983,6418773
Switzerland,CHE,1984,6441865
Switzerland,CHE,1985,6470365
Switzerland,CHE,1986,6504124
Switzerland,CHE,1987,6545106
Switzerland,CHE,1988,6593386
Switzerland,CHE,1989,6646912
Switzerland,CHE,1990,6715519
Switzerland,CHE,1991,6799978
Switzerland,CHE,1992,6875364
Switzerland,CHE,1993,6938265
Switzerland,CHE,1994,6993795
Switzerland,CHE,1995,7040687
Switzerland,CHE,1996,7071850
Switzerland,CHE,1997,7088906
Switzerland,CHE,1998,7110001
Switzerland,CHE,1999,7143991
Switzerland,CHE,2000,7184250
Switzerland,CHE,2001,7229854
Switzerland,CHE,2002,7284753
Switzerland,CHE,2003,7339001
Switzerland,CHE,2004,7389625
Switzerland,CHE,2005,7437115
Switzerland,CHE,2006,7483934
Switzerland,CHE,2007,7551117
Switzerland,CHE,2008,7647675
Switzerland,CHE,2009,7743831
Switzerland,CHE,2010,7824909
Switzerland,CHE,2011,7912398
Switzerland,CHE,2012,7996861
Switzerland,CHE,2013,8089346
Switzerland,CHE,2014,8188649
Switzerland,CHE,2015,8282396
Switzerland,CHE,2016,8373338
Switzerland,CHE,2017,8451840
Switzerland,CHE,2018,8514329
Switzerland,CHE,2019,8575280
Switzerland,CHE,2020,8638167
Switzerland,CHE,2021,8703405
China,CHN,1961,660330000
China,CHN,1962,665770000
China,CHN,1963,682335000
China,CHN,1964,698355000
China,CHN,1965,715185000
China,CHN,1966,735400000
China,CHN,1967,754550000
China,CHN,1968,774510000
China,CHN,1969,796025000
China,CHN,1970,818315000
China,CHN,1971,841105000
China,CHN,1972,862030000
China,CHN,1973,881940000
China,CHN,1974,900350000
China,CHN,1975,916395000
China,CHN,1976,930685000
China,CHN,1977,943455000
China,CHN,1978,956165000
China,CHN,1979,969005000
China,CHN,1980,981235000
China,CHN,1981,993885000
China,CHN,1982,1008630000
China,CHN,1983,1023310000
China,CHN,1984,1036825000
China,CHN,1985,1051040000
China,CHN,1986,1066790000
China,CHN,1987,1084035000
China,CHN,1988,1101630000
China,CHN,1989,1118650000
China,CHN,1990,1135185000
China,CHN,1991,1150780000
China,CHN,1992,1164970000
China,CHN,1993,1178440000
China,CHN,1994,1191835000
China,CHN,1995,1204855000
China,CHN,1996,1217550000
China,CHN,1997,1230075000
China,CHN,1998,1241935000
China,CHN,1999,1252735000
China,CHN,2000,1262645000
China,CHN,2001,1271850000
China,CHN,2002,1280400000
China,CHN,2003,1288400000
China,CHN,2004,1296075000
China,CHN,2005,1303720000
China,CHN,2006,1311020000
China,CHN,2007,1317885000
China,CHN,2008,1324655000
China,CHN,2009,1331260000
China,CHN,2010,1337705000
China,CHN,2011,1345035000
China,CHN,2012,1354190000
China,CHN,2013,1363240000
China,CHN,2014,1371860000
China,CHN,2015,1379860000
China,CHN,2016,1387790000
China,CHN,2017,1396215000
China,CHN,2018,1402760000
China,CHN,2019,1407745000
China,CHN,2020,1411100000
China,CHN,2021,1412360000
Cyprus,CYP,1961,594771
Cyprus,CYP,1962,601095
Cyprus,CYP,1963,607072
Cyprus,CYP,1964,612338
Cyprus,CYP,1965,617345
Cyprus,CYP,1966,622566
Cyprus,CYP,1967,627695
Cyprus,CYP,1968,632452
Cyprus,CYP,1969,636821
Cyprus,CYP,1970,640804
Cyprus,CYP,1971,644413
Cyprus,CYP,1972,647620
Cyprus,CYP,1973,650705
Cyprus,CYP,1974,648585
Cyprus,CYP,1975,644982
Cyprus,CYP,1976,648868
Cyprus,CYP,1977,656414
Cyprus,CYP,1978,663975
Cyprus,CYP,1979,671611
Cyprus,CYP,1980,679327
Cyprus,CYP,1981,687170
Cyprus,CYP,1982,696227
Cyprus,CYP,1983,707477
Cyprus,CYP,1984,719678
Cyprus,CYP,1985,731664
Cyprus,CYP,1986,743446
Cyprus,CYP,1987,755021
Cyprus,CYP,1988,766412
Cyprus,CYP,1989,777592
Cyprus,CYP,1990,788500
Cyprus,CYP,1991,799061
Cyprus,CYP,1992,810431
Cyprus,CYP,1993,825986
Cyprus,CYP,1994,844444
Cyprus,CYP,1995,862418
Cyprus,CYP,1996,880058
Cyprus,CYP,1997,897471
Cyprus,CYP,1998,914660
Cyprus,CYP,1999,931600
Cyprus,CYP,2000,948237
Cyprus,CYP,2001,964830
Cyprus,CYP,2002,982194
Cyprus,CYP,2003,1000350
Cyprus,CYP,2004,1018684
Cyprus,CYP,2005,1037062
Cyprus,CYP,2006,1055438
Cyprus,CYP,2007,1073873
Cyprus,CYP,2008,1092390
Cyprus,CYP,2009,1110974
Cyprus,CYP,2010,1129686
Cyprus,CYP,2011,1145086
Cyprus,CYP,2012,1156556
Cyprus,CYP,2013,1166968
Cyprus,CYP,2014,1176995
Cyprus,CYP,2015,1187280
Cyprus,CYP,2016,1197881
Cyprus,CYP,2017,1208523
Cyprus,CYP,2018,1218831
Cyprus,CYP,2019,1228836
Cyprus,CYP,2020,1237537
Cyprus,CYP,2021,1244188
Czechia,CZE,1961,9586651
Czechia,CZE,1962,9624660
Czechia,CZE,1963,9670685
Czechia,CZE,1964,9727804
Czechia,CZE,1965,9779358
Czechia,CZE,1966,9821040
Czechia,CZE,1967,9852899
Czechia,CZE,1968,9876346
Czechia,CZE,1969,9896580
Czechia,CZE,1970,9858071
Czechia,CZE,1971,9826815
Czechia,CZE,1972,9867632
Czechia,CZE,1973,9922266
Czechia,CZE,1974,9988459
Czechia,CZE,1975,10058620
Czechia,CZE,1976,10125939
Czechia,CZE,1977,10186755
Czechia,CZE,1978,10242098
Czechia,CZE,1979,10292341
Czechia,CZE,1980,10304193
Czechia,CZE,1981,10300591
Czechia,CZE,1982,10314826
Czechia,CZE,1983,10323856
Czechia,CZE,1984,10330213
Czechia,CZE,1985,10337118
Czechia,CZE,1986,10342227
Czechia,CZE,1987,10347318
Czechia,CZE,1988,10355276
Czechia,CZE,1989,10361068
Czechia,CZE,1990,10333355
Czechia,CZE,1991,10308578
Czechia,CZE,1992,10319123
Czechia,CZE,1993,10329855
Czechia,CZE,1994,10333587
Czechia,CZE,1995,10327253
Czechia,CZE,1996,10315241
Czechia,CZE,1997,10304131
Czechia,CZE,1998,10294373
Czechia,CZE,1999,10283860
Czechia,CZE,2000,10255063
Czechia,CZE,2001,10216605
Czechia,CZE,2002,10196916
Czechia,CZE,2003,10193998
Czechia,CZE,2004,10197101
Czechia,CZE,2005,10211216
Czechia,CZE,2006,10238905
Czechia,CZE,2007,10298828
Czechia,CZE,2008,10384603
Czechia,CZE,2009,10443936
Czechia,CZE,2010,10474410
Czechia,CZE,2011,10496088
Czechia,CZE,2012,10510785
Czechia,CZE,2013,10514272
Czechia,CZE,2014,10525347
Czechia,CZE,2015,10546059
Czechia,CZE,2016,10566332
Czechia,CZE,2017,10594438
Czechia,CZE,2018,10629928
Czechia,CZE,2019,10671870
Czechia,CZE,2020,10697858
Czechia,CZE,2021,10505772
Germany,DEU,1961,73377632
Germany,DEU,1962,74025784
Germany,DEU,1963,74714353
Germany,DEU,1964,75318337
Germany,DEU,1965,75963695
Germany,DEU,1966,76600311
Germany,DEU,1967,76951336
Germany,DEU,1968,77294314
Germany,DEU,1969,77909682
Germany,DEU,1970,78169289
Germany,DEU,1971,78312842
Germany,DEU,1972,78688452
Germany,DEU,1973,78936666
Germany,DEU,1974,78967433
Germany,DEU,1975,78673554
Germany,DEU,1976,78336950
Germany,DEU,1977,78159814
Germany,DEU,1978,78091820
Germany,DEU,1979,78126350
Germany,DEU,1980,78288576
Germany,DEU,1981,78407907
Germany,DEU,1982,78333366
Germany,DEU,1983,78128282
Germany,DEU,1984,77858685
Germany,DEU,1985,77684873
Germany,DEU,1986,77720436
Germany,DEU,1987,77839920
Germany,DEU,1988,78144619
Germany,DEU,1989,78751283
Germany,DEU,1990,79433029
Germany,DEU,1991,80013896
Germany,DEU,1992,80624598
Germany,DEU,1993,81156363
Germany,DEU,1994,81438348
Germany,DEU,1995,81678051
Germany,DEU,1996,81914831
Germany,DEU,1997,82034771
Germany,DEU,1998,82047195
Germany,DEU,1999,82100243
Germany,DEU,2000,82211508
Germany,DEU,2001,82349925
Germany,DEU,2002,82488495
Germany,DEU,2003,82534176
Germany,DEU,2004,82516260
Germany,DEU,2005,82469422
Germany,DEU,2006,82376451
Germany,DEU,2007,82266372
Germany,DEU,2008,82110097
Germany,DEU,2009,81902307
Germany,DEU,2010,81776930
Germany,DEU,2011,80274983
Germany,DEU,2012,80425823
Germany,DEU,2013,80645605
Germany,DEU,2014,80982500
Germany,DEU,2015,81686611
Germany,DEU,2016,82348669
Germany,DEU,2017,82657002
Germany,DEU,2018,82905782
Germany,DEU,2019,83092962
Germany,DEU,2020,83160871
Germany,DEU,2021,83196078
Denmark,DNK,1961,4611687
Denmark,DNK,1962,4647727
Denmark,DNK,1963,4684483
Denmark,DNK,1964,4722072
Denmark,DNK,1965,4759012
Denmark,DNK,1966,4797381
Denmark,DNK,1967,4835354
Denmark,DNK,1968,4864883
Denmark,DNK,1969,4891860
Denmark,DNK,1970,4928757
Denmark,DNK,1971,4963126
Denmark,DNK,1972,4991596
Denmark,DNK,1973,5021861
Denmark,DNK,1974,5045297
Denmark,DNK,1975,5059862
Denmark,DNK,1976,5072596
Denmark,DNK,1977,5088419
Denmark,DNK,1978,5104248
Denmark,DNK,1979,5116801
Denmark,DNK,1980,5123027
Denmark,DNK,1981,5121572
Denmark,DNK,1982,5117810
Denmark,DNK,1983,5114297
Denmark,DNK,1984,5111619
Denmark,DNK,1985,5113691
Denmark,DNK,1986,5120534
Denmark,DNK,1987,5127024
Denmark,DNK,1988,5129516
Denmark,DNK,1989,5132594
Denmark,DNK,1990,5140939
Denmark,DNK,1991,5154298
Denmark,DNK,1992,5171370
Denmark,DNK,1993,5188628
Denmark,DNK,1994,5206180
Denmark,DNK,1995,5233373
Denmark,DNK,1996,5263074
Denmark,DNK,1997,5284991
Denmark,DNK,1998,5304219
Denmark,DNK,1999,5321799
Denmark,DNK,2000,5339616
Denmark,DNK,2001,5358783
Denmark,DNK,2002,5375931
Denmark,DNK,2003,5390574
Denmark,DNK,2004,5404523
Denmark,DNK,2005,5419432
Denmark,DNK,2006,5437272
Denmark,DNK,2007,5461438
Denmark,DNK,2008,5493621
Denmark,DNK,2009,5523095
Denmark,DNK,2010,5547683
Denmark,DNK,2011,5570572
Denmark,DNK,2012,5591572
Denmark,DNK,2013,5614932
Denmark,DNK,2014,5643475
Denmark,DNK,2015,5683483
Denmark,DNK,2016,5728010
Denmark,DNK,2017,5764980
Denmark,DNK,2018,5793636
Denmark,DNK,2019,5814422
Denmark,DNK,2020,5831404
Denmark,DNK,2021,5856733
Spain,ESP,1961,30739250
Spain,ESP,1962,31023366
Spain,ESP,1963,31296651
Spain,ESP,1964,31609195
Spain,ESP,1965,31954292
Spain,ESP,1966,32283194
Spain,ESP,1967,32682947
Spain,ESP,1968,33113134
Spain,ESP,1969,33441054
Spain,ESP,1970,33814531
Spain,ESP,1971,34224490
Spain,ESP,1972,34604469
Spain,ESP,1973,34988947
Spain,ESP,1974,35373335
Spain,ESP,1975,35757900
Spain,ESP,1976,36137812
Spain,ESP,1977,36511638
Spain,ESP,1978,36864898
Spain,ESP,1979,37191330
Spain,ESP,1980,37491165
Spain,ESP,1981,37758631
Spain,ESP,1982,37986012
Spain,ESP,1983,38171525
Spain,ESP,1984,38330364
Spain,ESP,1985,38469512
Spain,ESP,1986,38584624
Spain,ESP,1987,38684815
Spain,ESP,1988,38766939
Spain,ESP,1989,38827764
Spain,ESP,1990,38867322
Spain,ESP,1991,38966376
Spain,ESP,1992,39157685
Spain,ESP,1993,39361262
Spain,ESP,1994,39549108
Spain,ESP,1995,39724050
Spain,ESP,1996,39889852
Spain,ESP,1997,40057389
Spain,ESP,1998,40223509
Spain,ESP,1999,40386875
Spain,ESP,2000,40567864
Spain,ESP,2001,40850412
Spain,ESP,2002,41431558
Spain,ESP,2003,42187645
Spain,ESP,2004,42921895
Spain,ESP,2005,43653155
Spain,ESP,2006,44397319
Spain,ESP,2007,45226803
Spain,ESP,2008,45954106
Spain,ESP,2009,46362946
Spain,ESP,2010,46576897
Spain,ESP,2011,46742697
Spain,ESP,2012,46773055
Spain,ESP,2013,46620045
Spain,ESP,2014,46480882
Spain,ESP,2015,46444832
Spain,ESP,2016,46484062
Spain,ESP,2017,46593236
Spain,ESP,2018,46797754
Spain,ESP,2019,47134837
Spain,ESP,2020,47365655
Spain,ESP,2021,47415750
Estonia,EST,1961,1225077
Estonia,EST,1962,1241623
Estonia,EST,1963,1258857
Estonia,EST,1964,1277086
Estonia,EST,1965,1294566
Estonia,EST,1966,1308597
Estonia,EST,1967,1318946
Estonia,EST,1968,1331214
Estonia,EST,1969,1345249
Estonia,EST,1970,1360076
Estonia,EST,1971,1376955
Estonia,EST,1972,1392518
Estonia,EST,1973,1405951
Estonia,EST,1974,1418169
Estonia,EST,1975,1429352
Estonia,EST,1976,1439576
Estonia,EST,1977,1450211
Estonia,EST,1978,1460188
Estonia,EST,1979,1468333
Estonia,EST,1980,1477219
Estonia,EST,1981,1487666
Estonia,EST,1982,1498414
Estonia,EST,1983,1508745
Estonia,EST,1984,1518617
Estonia,EST,1985,1528781
Estonia,EST,1986,1540190
Estonia,EST,1987,1552221
Estonia,EST,1988,1561900
Estonia,EST,1989,1568131
Estonia,EST,1990,1569174
Estonia,EST,1991,1561314
Estonia,EST,1992,1533091
Estonia,EST,1993,1494128
Estonia,EST,1994,1462514
Estonia,EST,1995,1436634
Estonia,EST,1996,1415594
